polybench-gpu-1.0-bicg-bicgKernel1-7 CPU
polybench-gpu-1.0-bicg-bicgKernel1-8 CPU
polybench-gpu-1.0-bicg-bicgKernel1-10 CPU
polybench-gpu-1.0-bicg-bicgKernel1-11 CPU
polybench-gpu-1.0-bicg-bicgKernel1-12 CPU
polybench-gpu-1.0-bicg-bicgKernel1-13 CPU
polybench-gpu-1.0-bicg-bicgKernel1-14 CPU
polybench-gpu-1.0-bicg-bicgKernel1-15 CPU
shoc-1.1.5-Spmv-spmv_csr_scalar_kernel-7 CPU
shoc-1.1.5-Spmv-spmv_csr_scalar_kernel-8 CPU
shoc-1.1.5-Spmv-spmv_csr_scalar_kernel-10 CPU
shoc-1.1.5-Spmv-spmv_csr_scalar_kernel-11 CPU
shoc-1.1.5-Spmv-spmv_csr_scalar_kernel-12 CPU
shoc-1.1.5-Spmv-spmv_csr_scalar_kernel-13 CPU
shoc-1.1.5-Spmv-spmv_csr_scalar_kernel-14 CPU
shoc-1.1.5-Spmv-spmv_csr_scalar_kernel-15 CPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2-7 CPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2-8 CPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2-10 CPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2-11 CPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2-12 CPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2-13 CPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2-14 CPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2-15 CPU
npb-3.3-CG-main_2-7 CPU
npb-3.3-CG-main_2-8 CPU
npb-3.3-CG-main_2-10 CPU
npb-3.3-CG-main_2-11 CPU
npb-3.3-CG-main_2-12 CPU
npb-3.3-CG-main_2-13 CPU
npb-3.3-CG-main_2-14 CPU
npb-3.3-CG-main_2-15 CPU
npb-3.3-CG-makea_2-7 GPU
npb-3.3-CG-makea_2-8 GPU
npb-3.3-CG-makea_2-10 GPU
npb-3.3-CG-makea_2-11 GPU
npb-3.3-CG-makea_2-12 GPU
npb-3.3-CG-makea_2-13 GPU
npb-3.3-CG-makea_2-14 GPU
npb-3.3-CG-makea_2-15 GPU
polybench-gpu-1.0-atax-atax_kernel1-7 GPU
polybench-gpu-1.0-atax-atax_kernel1-8 GPU
polybench-gpu-1.0-atax-atax_kernel1-10 GPU
polybench-gpu-1.0-atax-atax_kernel1-11 GPU
polybench-gpu-1.0-atax-atax_kernel1-12 GPU
polybench-gpu-1.0-atax-atax_kernel1-13 GPU
polybench-gpu-1.0-atax-atax_kernel1-14 GPU
polybench-gpu-1.0-atax-atax_kernel1-15 GPU
npb-3.3-FT-init_ui-7 CPU
npb-3.3-FT-init_ui-8 CPU
npb-3.3-FT-init_ui-10 CPU
npb-3.3-FT-init_ui-11 CPU
npb-3.3-FT-init_ui-12 CPU
npb-3.3-FT-init_ui-13 CPU
npb-3.3-FT-init_ui-14 CPU
npb-3.3-FT-init_ui-15 CPU
amd-app-sdk-3.0-FastWalshTransform-fastWalshTransform-7 GPU
amd-app-sdk-3.0-FastWalshTransform-fastWalshTransform-8 GPU
amd-app-sdk-3.0-FastWalshTransform-fastWalshTransform-10 GPU
amd-app-sdk-3.0-FastWalshTransform-fastWalshTransform-11 GPU
amd-app-sdk-3.0-FastWalshTransform-fastWalshTransform-12 GPU
amd-app-sdk-3.0-FastWalshTransform-fastWalshTransform-13 GPU
amd-app-sdk-3.0-FastWalshTransform-fastWalshTransform-14 GPU
amd-app-sdk-3.0-FastWalshTransform-fastWalshTransform-15 GPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel1-7 GPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel1-8 GPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel1-10 GPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel1-11 GPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel1-12 GPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel1-13 GPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel1-14 GPU
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel1-15 GPU
amd-app-sdk-3.0-ScanLargeArrays-blockAddition-7 GPU
amd-app-sdk-3.0-ScanLargeArrays-blockAddition-8 GPU
amd-app-sdk-3.0-ScanLargeArrays-blockAddition-10 GPU
amd-app-sdk-3.0-ScanLargeArrays-blockAddition-11 GPU
amd-app-sdk-3.0-ScanLargeArrays-blockAddition-12 GPU
amd-app-sdk-3.0-ScanLargeArrays-blockAddition-13 GPU
amd-app-sdk-3.0-ScanLargeArrays-blockAddition-14 GPU
amd-app-sdk-3.0-ScanLargeArrays-blockAddition-15 GPU
npb-3.3-CG-main_1-7 CPU
npb-3.3-CG-main_1-8 CPU
npb-3.3-CG-main_1-10 CPU
npb-3.3-CG-main_1-11 CPU
npb-3.3-CG-main_1-12 CPU
npb-3.3-CG-main_1-13 CPU
npb-3.3-CG-main_1-14 CPU
npb-3.3-CG-main_1-15 CPU
rodinia-3.1-cfd-memset_kernel-7 CPU
rodinia-3.1-cfd-memset_kernel-8 CPU
rodinia-3.1-cfd-memset_kernel-10 CPU
rodinia-3.1-cfd-memset_kernel-11 CPU
rodinia-3.1-cfd-memset_kernel-12 CPU
rodinia-3.1-cfd-memset_kernel-13 CPU
rodinia-3.1-cfd-memset_kernel-14 CPU
rodinia-3.1-cfd-memset_kernel-15 CPU
npb-3.3-CG-conj_grad_0-7 CPU
npb-3.3-CG-conj_grad_0-8 CPU
npb-3.3-CG-conj_grad_0-10 CPU
npb-3.3-CG-conj_grad_0-11 CPU
npb-3.3-CG-conj_grad_0-12 CPU
npb-3.3-CG-conj_grad_0-13 CPU
npb-3.3-CG-conj_grad_0-14 CPU
npb-3.3-CG-conj_grad_0-15 CPU
npb-3.3-FT-compute_indexmap-7 GPU
npb-3.3-FT-compute_indexmap-8 GPU
npb-3.3-FT-compute_indexmap-10 GPU
npb-3.3-FT-compute_indexmap-11 GPU
npb-3.3-FT-compute_indexmap-12 GPU
npb-3.3-FT-compute_indexmap-13 GPU
npb-3.3-FT-compute_indexmap-14 GPU
npb-3.3-FT-compute_indexmap-15 GPU
npb-3.3-FT-compute_indexmap2-7 GPU
npb-3.3-FT-compute_indexmap2-8 GPU
npb-3.3-FT-compute_indexmap2-10 GPU
npb-3.3-FT-compute_indexmap2-11 GPU
npb-3.3-FT-compute_indexmap2-12 GPU
npb-3.3-FT-compute_indexmap2-13 GPU
npb-3.3-FT-compute_indexmap2-14 GPU
npb-3.3-FT-compute_indexmap2-15 GPU
npb-3.3-FT-compute_indexmap3-7 GPU
npb-3.3-FT-compute_indexmap3-8 GPU
npb-3.3-FT-compute_indexmap3-10 GPU
npb-3.3-FT-compute_indexmap3-11 GPU
npb-3.3-FT-compute_indexmap3-12 GPU
npb-3.3-FT-compute_indexmap3-13 GPU
npb-3.3-FT-compute_indexmap3-14 GPU
npb-3.3-FT-compute_indexmap3-15 GPU
npb-3.3-FT-evolve-7 GPU
npb-3.3-FT-evolve-8 GPU
npb-3.3-FT-evolve-10 GPU
npb-3.3-FT-evolve-11 GPU
npb-3.3-FT-evolve-12 GPU
npb-3.3-FT-evolve-13 GPU
npb-3.3-FT-evolve-14 GPU
npb-3.3-FT-evolve-15 GPU
npb-3.3-CG-main_0-7 GPU
npb-3.3-CG-main_0-8 GPU
npb-3.3-CG-main_0-10 GPU
npb-3.3-CG-main_0-11 GPU
npb-3.3-CG-main_0-12 GPU
npb-3.3-CG-main_0-13 GPU
npb-3.3-CG-main_0-14 GPU
npb-3.3-CG-main_0-15 GPU
shoc-1.1.5-Spmv-spmv_ellpackr_kernel-7 GPU
shoc-1.1.5-Spmv-spmv_ellpackr_kernel-8 GPU
shoc-1.1.5-Spmv-spmv_ellpackr_kernel-10 GPU
shoc-1.1.5-Spmv-spmv_ellpackr_kernel-11 GPU
shoc-1.1.5-Spmv-spmv_ellpackr_kernel-12 GPU
shoc-1.1.5-Spmv-spmv_ellpackr_kernel-13 GPU
shoc-1.1.5-Spmv-spmv_ellpackr_kernel-14 GPU
shoc-1.1.5-Spmv-spmv_ellpackr_kernel-15 GPU
shoc-1.1.5-Triad-Triad-7 CPU
shoc-1.1.5-Triad-Triad-8 CPU
shoc-1.1.5-Triad-Triad-10 CPU
shoc-1.1.5-Triad-Triad-11 CPU
shoc-1.1.5-Triad-Triad-12 CPU
shoc-1.1.5-Triad-Triad-13 CPU
shoc-1.1.5-Triad-Triad-14 CPU
shoc-1.1.5-Triad-Triad-15 CPU
npb-3.3-CG-init_mem_0-7 CPU
npb-3.3-CG-init_mem_0-8 CPU
npb-3.3-CG-init_mem_0-10 CPU
npb-3.3-CG-init_mem_0-11 CPU
npb-3.3-CG-init_mem_0-12 CPU
npb-3.3-CG-init_mem_0-13 CPU
npb-3.3-CG-init_mem_0-14 CPU
npb-3.3-CG-init_mem_0-15 CPU
rodinia-3.1-particlefilter-sum_kernel-7 GPU
rodinia-3.1-particlefilter-sum_kernel-8 GPU
rodinia-3.1-particlefilter-sum_kernel-10 GPU
rodinia-3.1-particlefilter-sum_kernel-11 GPU
rodinia-3.1-particlefilter-sum_kernel-12 GPU
rodinia-3.1-particlefilter-sum_kernel-13 GPU
rodinia-3.1-particlefilter-sum_kernel-14 GPU
rodinia-3.1-particlefilter-sum_kernel-15 GPU
npb-3.3-CG-init_mem_1-7 GPU
npb-3.3-CG-init_mem_1-8 GPU
npb-3.3-CG-init_mem_1-10 GPU
npb-3.3-CG-init_mem_1-11 GPU
npb-3.3-CG-init_mem_1-12 GPU
npb-3.3-CG-init_mem_1-13 GPU
npb-3.3-CG-init_mem_1-14 GPU
npb-3.3-CG-init_mem_1-15 GPU
polybench-gpu-1.0-covariance-mean_kernel-7 GPU
polybench-gpu-1.0-covariance-mean_kernel-8 GPU
polybench-gpu-1.0-covariance-mean_kernel-10 GPU
polybench-gpu-1.0-covariance-mean_kernel-11 GPU
polybench-gpu-1.0-covariance-mean_kernel-12 GPU
polybench-gpu-1.0-covariance-mean_kernel-13 GPU
polybench-gpu-1.0-covariance-mean_kernel-14 GPU
polybench-gpu-1.0-covariance-mean_kernel-15 GPU
rodinia-3.1-cfd-initialize_variables-7 CPU
rodinia-3.1-cfd-initialize_variables-8 CPU
rodinia-3.1-cfd-initialize_variables-10 CPU
rodinia-3.1-cfd-initialize_variables-11 CPU
rodinia-3.1-cfd-initialize_variables-12 CPU
rodinia-3.1-cfd-initialize_variables-13 CPU
rodinia-3.1-cfd-initialize_variables-14 CPU
rodinia-3.1-cfd-initialize_variables-15 CPU
polybench-gpu-1.0-gesummv-gesummv_kernel-7 GPU
polybench-gpu-1.0-gesummv-gesummv_kernel-8 GPU
polybench-gpu-1.0-gesummv-gesummv_kernel-10 GPU
